iter	Logloss
432	0.2673186967
433	0.267314681
434	0.267299571
435	0.2672884848
436	0.2672828479
437	0.2672739013
438	0.2672689086
439	0.2672616208
440	0.2672525764
441	0.2672485355
442	0.267242335
443	0.2672381077
444	0.2672291844
445	0.2672258981
446	0.2672256056
447	0.2672195947
448	0.2672091706
449	0.2672041088
450	0.2671969269
451	0.267188543
452	0.2671843713
453	0.2671807916
454	0.2671806896
455	0.2671805749
456	0.2671688603
457	0.2671641542
458	0.2671596663
459	0.2671548622
460	0.26715149
461	0.2671512578
462	0.2671441818
463	0.2671368381
464	0.2671266524
465	0.2671204685
466	0.2671160685
467	0.2671098055
468	0.2671053731
469	0.2670977176
470	0.2670915508
471	0.2670818839
472	0.2670752013
473	0.2670683691
474	0.2670656076
475	0.2670611346
476	0.2670580192
477	0.2670521993
478	0.2670474051
479	0.2670380456
480	0.2670330257
481	0.2670289777
482	0.2670255265
483	0.2670225122
484	0.2670175788
485	0.2670170644
486	0.2670144118
487	0.2670080438
488	0.2669960668
489	0.266993947
490	0.2669852989
491	0.2669774156
492	0.2669733579
493	0.2669559941
494	0.266948036
495	0.2669418199
496	0.2669382784
497	0.2669227479
498	0.266913647
499	0.2669102637
500	0.2669054849
501	0.2669025936
502	0.2668968929
503	0.2668897279
504	0.2668869345
505	0.2668787912
506	0.2668785906
507	0.266874302
508	0.2668742592
509	0.2668707801
510	0.2668644916
511	0.2668579214
512	0.2668493649
513	0.2668424431
514	0.2668307742
515	0.2668262539
516	0.2668188076
517	0.2668116888
518	0.2668071568
519	0.2668030543
520	0.2667876965
521	0.2667850757
522	0.2667822188
523	0.26677481
524	0.2667724417
525	0.2667692697
526	0.2667629875
527	0.2667567633
528	0.2667520011
529	0.2667468181
530	0.2667419649
531	0.2667394537
532	0.2667373082
533	0.2667324789
534	0.2667267323
535	0.2667195422
536	0.2667118455
537	0.2667112677
538	0.2667096946
539	0.2667096883
540	0.2667035439
541	0.2667001293
542	0.2666954849
543	0.2666897457
544	0.266684198
545	0.2666796301
546	0.2666747011
547	0.2666648801
548	0.2666585153
549	0.2666520526
550	0.2666499987
551	0.2666446295
552	0.2666385608
553	0.2666336546
554	0.2666336312
555	0.2666308812
556	0.2666277866
557	0.2666242101
558	0.2666199311
559	0.2666183309
560	0.2666139111
561	0.2666086338
562	0.2666044861
563	0.2665985063
564	0.2665959949
565	0.2665918849
566	0.2665854939
567	0.2665803314
568	0.2665717879
569	0.2665681107
570	0.2665622249
571	0.2665526906
572	0.2665487274
573	0.2665367678
574	0.2665306375
575	0.2665255094
576	0.2665172553
577	0.2665146417
578	0.2665085507
579	0.2665062624
580	0.2665036149
581	0.266500868
582	0.2664953426
583	0.266495061
584	0.2664900014
585	0.26648669
586	0.2664836946
587	0.2664783452
588	0.2664745361
589	0.26647451
590	0.2664695833
591	0.2664658153
592	0.2664612472
593	0.2664612297
594	0.2664551375
595	0.2664480786
596	0.2664479899
597	0.2664431819
598	0.2664363852
599	0.2664340201
600	0.2664285257
601	0.2664281466
602	0.2664254128
603	0.2664232472
604	0.2664176862
605	0.2664126921
606	0.2664091602
607	0.2664028439
608	0.2663980064
609	0.2663943473
610	0.2663900043
611	0.2663828054
612	0.2663782978
613	0.2663736146
614	0.2663723561
615	0.2663711556
616	0.2663610868
617	0.2663547937
618	0.2663485769
619	0.2663441466
620	0.2663378592
621	0.2663287095
622	0.2663222598
623	0.2663195342
624	0.2663173088
625	0.2663156089
626	0.2663097001
627	0.2663048064
628	0.2662993919
629	0.2662975926
630	0.26629196
631	0.26628789
632	0.2662835221
633	0.2662814969
634	0.2662761376
635	0.2662737314
636	0.2662662723
637	0.2662610325
638	0.2662569498
639	0.2662518216
640	0.2662517505
641	0.2662478457
642	0.266243616
643	0.26623687
644	0.2662334627
645	0.2662330343
646	0.2662308098
647	0.2662273423
648	0.2662269183
649	0.2662180475
650	0.2662117756
651	0.266205037
652	0.2661994195
653	0.2661941086
654	0.2661886311
655	0.2661840734
656	0.2661827148
657	0.2661774452
658	0.2661759983
659	0.2661736738
660	0.2661689913
661	0.2661657421
662	0.2661602677
663	0.2661556398
664	0.2661520913
665	0.2661471331
666	0.2661443107
667	0.2661395444
668	0.2661338858
669	0.2661292957
670	0.2661227815
671	0.2661212374
672	0.2661205745
673	0.2661138265
674	0.2661093846
675	0.266104636
676	0.2660952205
677	0.2660907234
678	0.2660868319
679	0.2660838647
680	0.2660838637
681	0.2660782646
682	0.2660694981
683	0.2660639487
684	0.2660638556
685	0.2660638482
686	0.2660591994
687	0.2660548751
688	0.2660522323
689	0.2660507563
690	0.2660450108
691	0.2660365235
692	0.2660355194
693	0.266033107
694	0.2660284816
695	0.2660253944
696	0.2660202456
697	0.2660166879
698	0.266014883
699	0.26601253
700	0.2660103185
701	0.2660047676
702	0.2660021515
703	0.265994617
704	0.2659907476
705	0.2659883466
706	0.265985047
707	0.2659788409
708	0.2659787692
709	0.2659745764
710	0.2659723232
711	0.2659695194
712	0.2659654429
713	0.2659625648
714	0.265956679
715	0.2659514873
716	0.2659486911
717	0.2659473185
718	0.2659457667
719	0.2659416383
720	0.2659362644
721	0.2659321338
722	0.2659274731
723	0.2659249153
724	0.2659209703
725	0.2659162188
726	0.265912559
727	0.2659071193
728	0.2659048051
729	0.2658990406
730	0.2658947295
731	0.2658910117
732	0.2658879636
733	0.2658865682
734	0.265883756
735	0.2658782016
736	0.2658741424
737	0.2658717195
738	0.2658680641
739	0.2658635375
740	0.2658601773
741	0.2658522152
742	0.2658513006
743	0.2658499465
744	0.2658451313
745	0.2658399973
746	0.2658349018
747	0.2658263472
748	0.2658255216
749	0.2658164134
750	0.2658102608
751	0.2658041042
752	0.26579987
753	0.2657951561
754	0.2657881954
755	0.2657822724
756	0.2657809689
757	0.2657777131
758	0.2657738205
759	0.265769331
760	0.2657651352
761	0.2657611452
762	0.2657576056
763	0.2657501818
764	0.2657475854
765	0.2657420674
766	0.2657385777
767	0.2657354093
768	0.265730569
769	0.265727062
770	0.2657228361
771	0.2657195014
772	0.265716799
773	0.2657136112
774	0.2657127538
775	0.2657071994
776	0.2657052343
777	0.2657035371
778	0.2656992973
779	0.2656946969
780	0.2656905818
781	0.265686715
782	0.2656818405
783	0.2656775756
784	0.2656728085
785	0.2656686581
786	0.2656639416
787	0.265659374
788	0.2656583387
789	0.2656576763
790	0.2656539041
791	0.2656501591
792	0.2656455515
793	0.2656403711
794	0.2656363863
795	0.2656336219
796	0.2656237094
797	0.2656188806
798	0.2656160721
799	0.2656123071
800	0.2656072564
801	0.2656030234
802	0.2655980204
803	0.2655942001
804	0.2655896091
805	0.2655847013
806	0.2655843847
807	0.2655804689
808	0.2655768803
809	0.2655731138
810	0.2655717089
811	0.2655712049
812	0.2655681961
813	0.2655639443
814	0.2655599545
815	0.265555157
816	0.265551752
817	0.2655504711
818	0.2655466501
819	0.2655461719
820	0.2655427295
821	0.2655411491
822	0.2655352535
823	0.2655306614
824	0.2655266307
825	0.2655235106
826	0.2655172768
827	0.2655126422
828	0.2655114376
829	0.2655067685
830	0.2655022515
831	0.2654976449
832	0.2654909305
833	0.2654865961
834	0.26548497
835	0.2654818258
836	0.2654797541
837	0.2654708041
838	0.2654672064
839	0.2654598727
840	0.265454182
841	0.2654508557
842	0.2654495423
843	0.2654472353
844	0.2654429994
845	0.2654421537
846	0.2654373719
847	0.2654311917
848	0.2654300228
849	0.2654262636
850	0.2654240568
851	0.265418206
852	0.2654155678
853	0.2654095607
854	0.2654095318
855	0.2654047218
856	0.2654013082
857	0.265395741
858	0.2653916873
859	0.2653898227
860	0.2653872016
861	0.2653860709
862	0.2653843572
863	0.2653817525
864	0.2653759612
865	0.2653720504
866	0.2653695117
867	0.2653670138
868	0.2653630893
869	0.2653596728
870	0.2653594103
871	0.2653553946
872	0.2653553544
873	0.2653496011
874	0.2653482468
875	0.2653438073
876	0.2653404421
877	0.265335271
878	0.2653340283
879	0.2653293086
880	0.2653276638
881	0.2653218446
882	0.2653201123
883	0.2653159484
884	0.2653128416
885	0.2653097843
886	0.2653035089
887	0.2653010232
888	0.2652990818
889	0.2652950028
890	0.2652896304
891	0.2652836166
892	0.2652794571
893	0.2652756567
894	0.2652733797
895	0.265271118
896	0.2652682327
897	0.2652662886
898	0.2652662116
899	0.265265929
900	0.2652650271
901	0.2652582416
902	0.2652515142
903	0.2652480425
904	0.2652436469
905	0.2652392799
906	0.2652380629
907	0.2652324132
908	0.2652274471
909	0.2652260173
910	0.2652251511
911	0.2652213609
912	0.2652162334
913	0.265211631
914	0.2652106849
915	0.2652050852
916	0.2652004307
917	0.2651998732
918	0.2651988947
919	0.2651973255
920	0.2651922745
921	0.2651866162
922	0.2651823368
923	0.265177423
924	0.2651754436
925	0.2651731017
926	0.2651674654
927	0.2651645332
928	0.2651589871
929	0.2651558708
930	0.2651515564
931	0.2651449901
932	0.2651433856
933	0.2651385592
934	0.2651333334
935	0.2651283684
936	0.2651234313
937	0.2651178823
938	0.2651129357
939	0.2651086715
940	0.2651040101
941	0.265100404
942	0.2650971588
943	0.265094725
944	0.2650920959
945	0.2650919891
946	0.2650899728
947	0.2650853754
948	0.2650824085
949	0.2650766235
950	0.2650749804
951	0.2650714726
952	0.2650712199
953	0.2650665868
954	0.2650641269
955	0.2650593664
956	0.2650550105
957	0.2650516649
958	0.2650463787
959	0.2650440724
960	0.2650431632
961	0.2650398533
962	0.2650366336
963	0.2650317404
964	0.2650297018
965	0.2650267073
966	0.2650234837
967	0.2650232544
968	0.2650205505
969	0.2650187134
970	0.2650137506
971	0.2650085498
972	0.2650063767
973	0.2650044048
974	0.2650031559
975	0.265002032
976	0.2649971471
977	0.2649941757
978	0.2649890233
979	0.264987975
980	0.2649820369
981	0.2649773656
982	0.2649735428
983	0.2649711653
984	0.264965439
985	0.2649643485
986	0.2649635474
987	0.2649600924
988	0.26495502
989	0.2649543296
990	0.2649498891
991	0.2649457572
992	0.2649400495
993	0.2649397766
994	0.2649370166
995	0.2649342144
996	0.2649313251
997	0.2649272374
998	0.264922661
999	0.2649188967
1000	0.2649149018
1001	0.2649148793
1002	0.2649124473
1003	0.2649076094
1004	0.2649035196
1005	0.2649035086
1006	0.2648991654
1007	0.2648965282
1008	0.2648955215
1009	0.2648921543
1010	0.2648898868
1011	0.2648896842
1012	0.2648869453
1013	0.2648846852
1014	0.2648805588
1015	0.2648800897
1016	0.2648793918
1017	0.2648773802
1018	0.2648749195
1019	0.2648739058
1020	0.2648728294
1021	0.2648706772
1022	0.264865451
1023	0.2648616098
1024	0.2648555684
1025	0.2648545001
1026	0.2648482696
1027	0.2648451225
1028	0.2648434869
1029	0.2648392142
1030	0.2648355122
1031	0.2648279637
1032	0.2648243828
1033	0.2648205589
1034	0.2648165587
1035	0.2648129144
1036	0.2648083137
1037	0.2648053411
1038	0.264799496
1039	0.2647982529
1040	0.2647963072
1041	0.2647936212
1042	0.2647896361
1043	0.2647858936
1044	0.2647821957
1045	0.2647785366
1046	0.2647765527
1047	0.2647722802
1048	0.2647689834
1049	0.2647655021
1050	0.2647651304
1051	0.2647597145
1052	0.2647543207
1053	0.26475312
1054	0.2647465966
1055	0.2647434505
1056	0.2647397968
1057	0.2647349906
1058	0.2647300628
1059	0.264726001
1060	0.2647221048
1061	0.2647212981
1062	0.2647201324
1063	0.2647177611
1064	0.2647134334
1065	0.2647089536
1066	0.2647077852
1067	0.2647022852
1068	0.2647011936
1069	0.2647002556
1070	0.2646968663
1071	0.2646924908
1072	0.2646919577
1073	0.2646877451
1074	0.2646849705
1075	0.2646837956
1076	0.2646828582
1077	0.2646809235
1078	0.2646790153
1079	0.2646777761
1080	0.2646734572
1081	0.2646687417
1082	0.2646665844
1083	0.264664306
1084	0.2646606988
1085	0.2646597927
1086	0.2646577837
1087	0.2646560645
1088	0.2646555123
1089	0.2646504724
1090	0.2646502326
1091	0.2646469096
1092	0.2646455662
1093	0.2646418069
1094	0.2646397433
1095	0.264637715
1096	0.2646341773
1097	0.2646304042
1098	0.2646283287
1099	0.2646278726
1100	0.2646228413
1101	0.264618961
1102	0.2646155349
1103	0.2646151811
1104	0.2646117909
1105	0.2646096081
1106	0.2646048523
1107	0.2646004227
1108	0.2645972115
1109	0.2645939708
1110	0.2645899301
1111	0.2645850942
1112	0.264583237
1113	0.264579628
1114	0.2645780485
1115	0.2645763124
1116	0.2645760493
1117	0.2645727105
1118	0.2645688249
1119	0.2645633898
1120	0.264559689
1121	0.2645552545
1122	0.2645521215
1123	0.2645513129
1124	0.2645473097
1125	0.2645464996
1126	0.2645419329
